company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
AstraZeneca AB,"DAPAGLIFLOZIN, SAXAGLIPTIN HYDROCHLORIDE",,03/03/2025,New,ORAL,Dapagliflozin; Saxaglipitin Hydrochloride Tablet,"1925498, 1925504, 2169274, 2169276",,423c489c-085b-4320-b892-7868ebd6dc6b,03/03/2025,HUMAN PRESCRIPTION DRUG,03/03/2025,Endocrinology/Metabolism,QTERN,"0310-6780, 0310-6770",AstraZeneca Pharmaceuticals LP,d675ddaa-3a40-4323-9edd-b04f13f10a03,"0310-6780-30, 0310-6780-95, 0310-6770-30, 0310-6770-95","Qtern, Tablet, 10 mg; 5 mg (NDC 0310-6780-30)",Tablet,,"N0000187059, N0000187058",NDA209091,,DAPAGLIFLOZIN AND SAXAGLIPTIN,Sodium-Glucose Cotransporter 2 Inhibitor [EPC],,To Be Discontinued,,,,"1ULL0QJ8UC, Z8J84YIX6L",0310-6780-30,800-236-9933,Sodium-Glucose Transporter 2 Inhibitors [MoA]
Accord Healthcare Inc.,FUROSEMIDE,Increased Diuresis at Loop of Henle [PE],04/07/2020,Revised,"INTRAMUSCULAR, INTRAVENOUS",Furosemide Injection,"1719286, 1719290, 1719291",,f6f64972-714c-4ee9-8a5e-9ffcab41a73b,09/16/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,FUROSEMIDE,"16729-500, 16729-501, 16729-502","Accord Healthcare, Inc.",1cfab300-d796-6a68-e063-6394a90a73f9,"16729-500-30, 16729-500-08, 16729-501-64, 16729-501-43, 16729-502-03, 16729-502-43","Furosemide, Injection, 10 mg/1 mL (NDC 16729-500-08)",Injection,Unavailable,"N0000175366, N0000175590",ANDA070017,,FUROSEMIDE,Loop Diuretic [EPC],,Current,Requirements related to complying with good manufacturing practices,Unavailable,,7LXU5N7ZO5,16729-500-08,866-941-7875,
"Teva Pharmaceuticals USA, Inc.",HYDROCORTISONE,,03/24/2025,New,TOPICAL,Hydrocortisone Cream,310891,,a5f16c13-2a51-4541-bf9e-d80bc01a8dbd,03/24/2025,HUMAN PRESCRIPTION DRUG,03/24/2025,Dermatology,HYDROCORTISONE,0472-0337,"Actavis Pharma, Inc.",527a8d09-450b-4b8e-ad19-78fbba9732c5,"0472-0337-20, 0472-0337-30","Hydrocortisone, Cream, 25 mg/1 g (NDC 0472-0337-20)",Cream,,"N0000175576, N0000175450",ANDA089682,,HYDROCORTISONE,Corticosteroid [EPC],,To Be Discontinued,,A business decision was made to discontinue.,,WI4X0X7BPJ,0472-0337-20,800-545-8800,Corticosteroid Hormone Receptor Agonists [MoA]
Aurobindo Pharma USA,"AMPHETAMINE ASPARTATE MONOHYDRATE, AMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, DEXTROAMPHETAMINE SULFATE",,10/12/2022,Reverified,ORAL,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","541363, 541878, 541892, 577957, 577961, 687043, 1009145",,a582d57f-d191-4ca5-b105-585b2d8a0e3e,09/17/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","13107-073, 13107-068, 13107-069, 13107-070, 13107-071, 13107-072, 13107-074","Aurolife Pharma, LLC",95842af2-8d9d-4eb1-ba39-86cdbd829a79,"13107-068-50, 13107-068-01, 13107-068-25, 13107-068-05, 13107-068-99, 13107-069-50, 13107-069-01, 13107-069-25, 13107-069-05, 13107-069-99, 13107-070-50, 13107-070-01, 13107-070-25, 13107-070-05, 13107-070-99, 13107-071-50, 13107-071-01, 13107-071-25, 13107-071-05, 13107-071-99, 13107-072-50, 13107-072-01, 13107-072-25, 13107-072-05, 13107-072-99, 13107-073-50, 13107-073-01, 13107-073-25, 13107-073-05, 13107-073-99, 13107-074-50, 13107-074-01, 13107-074-25, 13107-074-05, 13107-074-99","Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 13107-073-01)",Tablet,Unavailable,,ANDA202424,,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",,,Current,Shortage of an active ingredient,Estimated availability December 2025,,"O1ZPV620O4, 6DPV8NK46S, JJ768O327N, G83415V073",13107-073-01,(866) 850-2876 or CustomerService@AurobindoUSA.com,
Novadoz Pharmaceuticals LLC,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Revised,ORAL,"Lisdexamfetamine Dimesylate Tablet, Chewable","1871456, 1871460, 1871462, 1871464, 1871466, 1871468",,a79cb70c-0bfa-4d68-9a21-a5ef4bc3c811,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"72205-134, 72205-132, 72205-133, 72205-135, 72205-136, 72205-137",Novadoz Pharmaceuticals LLC,a79cb70c-0bfa-4d68-9a21-a5ef4bc3c811,"72205-132-91, 72205-133-91, 72205-134-91, 72205-135-91, 72205-136-91, 72205-137-91","Lisdexamfetamine Dimesylate, Tablet, Chewable, 30 mg (NDC 72205-134-91)","Tablet, Chewable",Available,,ANDA218306,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Shortage of an active ingredient,,,SJT761GEGS,72205-134-91,(855) 668-2369; customerservice@novadozpharma.com,
Pfizer Inc.,TRIAZOLAM,,09/29/2025,New,ORAL,Triazolam Tablet,"198318, 208681",,a0da0dba-a56d-486b-a45b-e8a7cdfbeac6,09/29/2025,HUMAN PRESCRIPTION DRUG,09/29/2025,Psychiatry,HALCION,0009-0017,Pharmacia & Upjohn Company LLC,923c70f5-d9ac-4be2-8c29-9b4b5b7e124d,"0009-0017-55, 0009-0017-58","Halcion, Tablet, .25 mg (NDC 0009-0017-58)",Tablet,,"N0000175694, M0002356",NDA017892,Benzodiazepines [CS],TRIAZOLAM,Benzodiazepine [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug.,,1HM943223R,0009-0017-58,800-533-4535,
GlaxoSmithKline,DAPRODUSTAT,,11/21/2024,New,ORAL,Daprodustat Tablet,"2628215, 2628221, 2628223, 2628225, 2628227, 2628229, 2628231, 2628233, 2628235, 2628237",,d82aa06e-5a33-4844-99b7-4701313455a4,11/21/2024,HUMAN PRESCRIPTION DRUG,11/21/2024,Hematology,JESDUVROQ,"0173-0911, 0173-0897, 0173-0903, 0173-0906, 0173-0914",GlaxoSmithKline LLC,d52a823a-35bd-4c6a-a016-4b4f21a43d7d,"0173-0897-13, 0173-0897-56, 0173-0903-13, 0173-0903-56, 0173-0906-13, 0173-0906-56, 0173-0911-13, 0173-0911-56, 0173-0914-13, 0173-0914-56","Jesduvroq, Tablet, 6 mg (NDC 0173-0911-56)",Tablet,,"N0000194080, N0000194079",NDA216951,,DAPRODUSTAT,Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor [EPC],,To Be Discontinued,,Discontinuing for Business Reasons.,,JVR38ZM64B,0173-0911-56,888-825-5249,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitors [MoA]
Aurobindo Pharma USA,QUINAPRIL HYDROCHLORIDE,,01/19/2023,Reverified,ORAL,Quinapril Hydrochloride Tablet,"312748, 312749, 312750, 314203",,93e6e668-5306-4f26-81d8-cbc3a7a5e787,09/17/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,QUINAPRIL,"65862-618, 65862-617, 65862-619, 65862-620",Aurobindo Pharma Limited,5263abd5-ce46-4918-9bb0-9632861bcbc9,"65862-617-30, 65862-617-90, 65862-617-99, 65862-617-55, 65862-617-10, 65862-617-78, 65862-618-30, 65862-618-90, 65862-618-99, 65862-618-55, 65862-618-10, 65862-618-78, 65862-619-30, 65862-619-90, 65862-619-99, 65862-619-19, 65862-619-10, 65862-619-78, 65862-620-30, 65862-620-90, 65862-620-99, 65862-620-39, 65862-620-10, 65862-620-78","Quinapril Hydrochloride, Tablet, 10 mg (NDC 65862-618-90)",Tablet,Discontinued,,ANDA202725,,QUINAPRIL HYDROCHLORIDE,,,Current,Discontinuation of the manufacture of the drug,,,33067B3N2M,65862-618-90,866-850-2876,
"Fresenius Kabi USA, LLC",ROPIVACAINE HYDROCHLORIDE,,03/23/2018,Reverified,"EPIDURAL, INFILTRATION, PERINEURAL",Ropivacaine Hydrochloride Injection,"1734203, 1734204, 1734207, 1734208, 1734347, 1734348, 1734355, 1734356, 1734475, 1734476, 1734479, 1734480, 1734481, 1734482, 1734483, 1734484, 905189, 905191, 1734084, 1734086, 1734090, 1734091",,"dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7, 23d2d448-a744-4877-9f2d-7e57c198da89, c6613708-c1f7-4f5c-91a3-ebbc1d7905c6",09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,NAROPIN,"63323-286, 63323-285, 63323-287, 63323-288","Fresenius Kabi USA, LLC","324532ac-4e54-4659-a1a2-9ade22a1ed3f, cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9, 73218c89-8925-468c-84bf-9960b4b3dc3c","63323-286-41, 63323-286-27, 63323-286-43, 63323-286-38, 63323-285-41, 63323-285-28, 63323-285-53, 63323-285-68, 63323-285-59, 63323-285-73, 63323-286-01, 63323-286-20, 63323-286-05, 63323-286-23, 63323-286-09, 63323-286-31, 63323-286-11, 63323-286-35, 63323-286-03, 63323-286-00, 63323-286-33, 63323-286-63, 63323-286-30, 63323-287-01, 63323-287-20, 63323-287-03, 63323-287-21, 63323-288-01, 63323-288-10, 63323-288-06, 63323-288-20, 63323-288-03, 63323-288-11, 63323-288-07, 63323-288-21, 63323-285-01, 63323-285-10, 63323-285-06, 63323-285-20, 63323-285-03, 63323-285-13, 63323-285-07, 63323-285-23, 63323-285-57, 63323-285-64, 63323-285-51, 63323-285-65, 63323-285-02, 63323-285-61, 63323-285-04, 63323-285-63, 63323-285-55, 63323-285-67, 63323-288-23, 63323-288-29, 63323-286-93, 63323-286-95","Naropin, Injection, 5 mg/1 mL (NDC 63323-286-63)",Injection,Available,,NDA020533,,ROPIVACAINE HYDROCHLORIDE,,,Current,,,,V910P86109,63323-286-63,888-386-1300,
"Mylan Specialty, a Viatris Company",CROMOLYN SODIUM,,11/03/2023,Reverified,ORAL,Cromolyn Sodium Concentrate,"831261, 831269",,00623958-a8fe-47d1-a0d2-0aa4e2f7966e,09/17/2025,HUMAN PRESCRIPTION DRUG,,Pulmonary/Allergy,GASTROCROM,0037-0678,Viatris Specialty LLC,15aec235-80e7-4d95-b48c-bbca69b4b04d,"0037-0678-08, 0037-0678-96","Gastrocrom, Concentrate, 20 mg/1 mL (NDC 0037-0678-96)",Concentrate,Available,,NDA020479,,CROMOLYN SODIUM,,,Current,,,,Q2WXR1I0PK,0037-0678-96,(800) 796-9526,
"Sun Pharmaceutical Industries, Inc.",LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Revised,ORAL,"Lisdexamfetamine Dimesylate Tablet, Chewable","854830, 854834, 854838, 854842, 854846, 854850, 1593856, 1871456, 1871460, 1871462, 1871464, 1871466, 1871468",,da3148af-f9b6-4725-adae-3595b4c7dc4b,09/22/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"57664-083, 57664-047, 57664-046, 57664-048, 57664-049, 57664-050, 57664-051, 57664-052, 57664-084, 57664-085, 57664-086, 57664-087, 57664-088","Sun Pharmaceutical Industries, Inc.",0b77417a-5789-8818-e063-6294a90ad2e3,"57664-047-88, 57664-046-88, 57664-048-88, 57664-049-88, 57664-050-88, 57664-051-88, 57664-052-88, 57664-083-88, 57664-084-88, 57664-085-88, 57664-086-88, 57664-087-88, 57664-088-88","Lisdexamfetamine Dimesylate, Tablet, Chewable, 10 mg (NDC 57664-083-88)","Tablet, Chewable",Limited Availability,,ANDA214134,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Other,Available Q3 2025,,SJT761GEGS,57664-083-88,800-818-4555,
B. Braun Medical Inc.,SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807639, 1807551, 1807552, 1807633, 1807634",,"47a0313f-36df-4fa6-a828-c9e1946ba9b0, 7f22c06b-6b4d-4b49-a4b2-d2169f2bd653",08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,"0264-7800, 0264-7802",B. Braun Medical Inc.,"318417ff-d599-47b8-8181-89c3bb3b2e8d, 9fa9f6b4-63b5-4632-8104-37c3dd1ee8fa","0264-7800-09, 0264-7800-00, 0264-7800-10, 0264-7800-20, 0264-7802-00, 0264-7802-10","Sodium Chloride 0.9%, Injection, .9 g/100 mL (NDC 0264-7800-10)",Injection,,,NDA019635,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0264-7800-10,800-227-2862,
"Hikma Pharmaceuticals USA, Inc.",LIRAGLUTIDE,,07/18/2023,Reverified,SUBCUTANEOUS,Liraglutide Injection,897122,,2100ec49-57b2-4330-ab5f-057ce9b7e4d0,07/23/2025,HUMAN PRESCRIPTION DRUG,,Endocrinology/Metabolism,LIRAGLUTIDE,0143-9144,Hikma Pharmaceuticals USA Inc.,f242c0f8-6d4f-4a78-a1fd-433a0672dbd3,"0143-9144-03, 0143-9144-02","Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-02)",Injection,Available,"N0000178480, M0160181, N0000020058",ANDA215503,Glucagon-Like Peptide 1 [CS],LIRAGLUTIDE,GLP-1 Receptor Agonist [EPC],,Current,,Product will be made available as it is released.,,839I73S42A,0143-9144-02,800-631-2174,Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]
"Mylan Pharmaceuticals Inc., a Viatris Company",METHYLPHENIDATE,Central Nervous System Stimulation [PE],02/28/2025,Reverified,TRANSDERMAL,"Methylphenidate Film, Extended Release","753436, 753438, 753440, 753441",,1643b6a5-80da-4d4f-8c5f-feb907875702,09/17/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,METHYLPHENIDATE,"0378-8262, 0378-8260, 0378-8261, 0378-8263",Mylan Pharmaceuticals Inc.,c17e03ec-3756-4043-ae82-33a0ef18380c,"0378-8260-16, 0378-8260-93, 0378-8261-16, 0378-8261-93, 0378-8262-16, 0378-8262-93, 0378-8263-16, 0378-8263-93","Methylphenidate, Film, Extended Release, 20mg/9hrs (NDC 0378-8262-93)","Film, Extended Release",Available,"N0000175739, N0000175729",ANDA206497,,METHYLPHENIDATE,Central Nervous System Stimulant [EPC],,Current,,,,207ZZ9QZ49,0378-8262-93,800-796-9526,
"Hikma Pharmaceuticals USA, Inc.",LEUCOVORIN CALCIUM,,01/01/2012,Revised,"INTRAMUSCULAR, INTRAVENOUS",Leucovorin Calcium Injection,"237788, 1803930, 1803932, 1803937",,cc52077f-5663-4f79-a273-0aecf655e038,07/08/2025,HUMAN PRESCRIPTION DRUG,,"Oncology, Pediatric",LEUCOVORIN CALCIUM,"0143-9555, 0143-9554, 0143-9553, 0143-9552",Hikma Pharmaceuticals USA Inc.,e2d1484b-2920-45ab-9207-4caa5285fef4,"0143-9555-01, 0143-9554-01, 0143-9553-01, 0143-9552-01","Leucovorin Calcium, Injection, 50 mg/5 mL (NDC 0143-9555-01)",Injection,,,ANDA089384,,LEUCOVORIN CALCIUM,,Available,Resolved,,,07/08/2025,RPR1R4C0P4,0143-9555-01,800-631-2174,
Takeda Pharmaceuticals USA Inc.,FEBUXOSTAT,,01/22/2025,New,ORAL,Febuxostat Tablet,"834235, 834239, 834241, 834243",,54de10ef-fe5f-4930-b91d-6bbb04c664bd,01/22/2025,HUMAN PRESCRIPTION DRUG,01/22/2025,Other,ULORIC,"64764-677, 64764-918","Takeda Pharmaceuticals America, Inc.",fecf6101-9a35-4781-bea4-e7b92b4afb81,"64764-918-30, 64764-918-90, 64764-918-18, 64764-918-11, 64764-677-30, 64764-677-13, 64764-677-19, 64764-677-11","Uloric, Tablet, 80 mg (NDC 64764-677-30)",Tablet,,"N0000175698, N0000000206",NDA021856,,FEBUXOSTAT,Xanthine Oxidase Inhibitor [EPC],,To Be Discontinued,,Anticipate continued distribution to wholesalers until March 2026,,101V0R1N2E,64764-677-30,855-268-1825,Xanthine Oxidase Inhibitors [MoA]
"Hospira, Inc., a Pfizer Company",LIDOCAINE HYDROCHLORIDE,,02/22/2012,Reverified,INTRAVENOUS,Lidocaine Hydrochloride Injection,"1012066, 1012068",,ad1ef0a8-88db-4648-c098-d009eaeb4e5b,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Pediatric",LIDOCAINE HYDROCHLORIDE,"0409-9137, 0409-4903, 0409-4904, 0409-1323","Hospira, Inc.",477abea3-c873-4265-82e8-5508ef54399f,"0409-4903-11, 0409-4903-34, 0409-4904-11, 0409-4904-34, 0409-1323-15, 0409-1323-05, 0409-9137-11, 0409-9137-05","Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 50 mg/5mL (1%, 10 mg/1 mL) Syringes (NDC 0409-9137-05)",Injection,Available,,ANDA040302,,LIDOCAINE HYDROCHLORIDE,,,Current,,,,V13007Z41A,0409-9137-05,844-646-4398,
"Teva Pharmaceuticals USA, Inc.",METHYLPHENIDATE HYDROCHLORIDE,,07/26/2023,Revised,ORAL,"Methylphenidate Hydrochloride Tablet, Extended Release","1091155, 1091170, 1091185, 1091210",,85ef422d-af27-4126-9841-6892af1871d6,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,METHYLPHENIDATE HYDROCHLORIDE,"62037-726, 62037-725, 62037-734, 62037-727","Actavis Pharma, Inc.",794291a5-d481-4cfe-9dbb-2d1391bb68d5,"62037-725-01, 62037-734-01, 62037-726-01, 62037-727-01","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 36 mg (NDC 62037-726-01)",Tablet,Available,,ANDA076772,,METHYLPHENIDATE HYDROCHLORIDE,,,Current,,,,4B3SC438HI,62037-726-01,800-545-8800,
"Hospira, Inc., a Pfizer Company",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,"EPIDURAL, RETROBULBAR",Bupivacaine Hydrochloride Injection,"1012377, 1012384, 1012396, 1012404, 1672917, 1672919, 1724786, 1724787, 1724880, 1724884, 1725078, 1725082, 1867594, 1867596",,02a845c3-4521-4926-e397-25ab536e7cf6,08/15/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,BUPIVACAINE HYDROCHLORIDE,"0409-1165, 0409-1159, 0409-1160, 0409-1162, 0409-1163, 0409-9043, 0409-9046, 0409-9045, 0409-9042","Hospira, Inc.",3c6a5b9f-4ea0-4ccd-a384-a90e4ad379e7,"0409-1159-18, 0409-1159-01, 0409-1159-19, 0409-1159-02, 0409-1160-18, 0409-1160-01, 0409-1162-18, 0409-1162-01, 0409-1162-19, 0409-1162-02, 0409-1163-18, 0409-1163-01, 0409-1165-18, 0409-1165-01, 0409-1165-19, 0409-1165-02, 0409-9043-11, 0409-9043-01, 0409-9046-11, 0409-9046-01, 0409-9045-11, 0409-9045-01, 0409-9045-16, 0409-9045-17, 0409-9042-11, 0409-9042-01, 0409-9042-16, 0409-9042-17","Bupivacaine Hydrochloride, Injection, 225 mg/30 mL (7.5 mg/mL) (NDC 0409-1165-02)",Injection,Available,,ANDA070585,,BUPIVACAINE HYDROCHLORIDE,,,Current,,,,"30Q7KI53AK, 7TQO7W3VT8",0409-1165-02,844-646-4398,
Eli Lilly and Co.,FLUOXETINE HYDROCHLORIDE,,10/03/2024,New,ORAL,Fluoxetine Hydrochloride Capsule,"104849, 205535, 261287, 310384, 310385, 313989",,c88f33ed-6dfb-4c5e-bc01-d8e36dd97299,10/03/2024,HUMAN PRESCRIPTION DRUG,10/03/2024,Psychiatry,PROZAC,"0777-3107, 0777-3104, 0777-3105",Dista Products Company,d7b3b74e-319e-4360-aa57-af39ccbfb19a,"0777-3104-02, 0777-3105-02, 0777-3105-30, 0777-3107-30","Prozac, Capsule, 40 mg (NDC 0777-3107-30)",Capsule,,,NDA018936,,FLUOXETINE HYDROCHLORIDE,,,To Be Discontinued,,,,I9W7N6B1KJ,0777-3107-30,800-545-5979,
"Boehringer Ingelheim Pharmaceuticals, Inc.",,,01/06/2025,New,,Adalimumab-adbm Injection,"797544, 2640883, 2640891, 2640893, 2640895, 2640900, 2640902, 2680743, 2680748, 2680756, 2680759",,62f39a7c-00df-4519-a8d4-39bbd0a649ed,01/06/2025,HUMAN PRESCRIPTION DRUG,01/06/2025,Rheumatology,ADALIMUMAB-ADBM,"0597-0545, 0597-0595, 0597-0555, 0597-0585, 0597-0575, 0597-0565","Boehringer Ingelheim Pharmaceuticals, Inc.",79fdef1e-7f86-429d-bc7d-2e99f286204b,"0597-0595-20, 0597-0590-26, 0597-0555-80, 0597-0550-06, 0597-0585-89, 0597-0580-37, 0597-0545-22, 0597-0545-44, 0597-0545-66, 0597-0540-10, 0597-0575-50, 0597-0575-40, 0597-0575-60, 0597-0570-32, 0597-0565-20, 0597-0560-12","Cyltezo, Injection, Kit (NDC 0597-0545-44)",Injection,,,BLA761058,,ADALIMUMAB-ADBM,,,To Be Discontinued,,,,,0597-0545-44,800-243-0127,
Eugia US LLC,BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Revised,"EPIDURAL, INTRACAUDAL",Bupivacaine Hydrochloride Injection,"1012396, 1012404, 1724786, 1724787, 1724880, 1724884, 1725078, 1725082",,ffecf450-1f01-4721-8e10-251385852612,09/05/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,BUPIVACAINE HYDROCHLORIDE,"55150-169, 55150-167, 55150-168, 55150-170, 55150-171, 55150-172, 55150-249, 55150-250",Eugia US LLC,39649703-e633-4a20-ba71-0c04dbf8ff2a,"55150-167-10, 55150-168-30, 55150-169-10, 55150-170-30, 55150-171-10, 55150-172-30, 55150-249-50, 55150-250-50","Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 55150-169-10)",Injection,Available,,ANDA203895,,BUPIVACAINE HYDROCHLORIDE,,,Current,,Check wholesalers for inventory,,7TQO7W3VT8,55150-169-10,888-238-7880,
"EMD Serono, Inc.",LEVOTHYROXINE SODIUM,,07/10/2025,New,ORAL,Levothyroxine Sodium Tablet,"892246, 892251, 966153, 966160, 966166, 966173, 966177, 966182, 966187, 966196, 966202, 966207, 966220, 966221, 966222, 966224, 966225, 966248, 966249, 966253, 966270, 2104866",,bc3c6830-ba68-4ba3-9896-a12d0ad0b275,07/10/2025,HUMAN PRESCRIPTION DRUG,07/10/2025,Endocrinology/Metabolism,EUTHYROX,"72305-050, 72305-025, 72305-075, 72305-088, 72305-100, 72305-112, 72305-125, 72305-137, 72305-150, 72305-175, 72305-200","Provell Pharmaceuticals, LLC",45657074-8874-49f4-a8ef-3ca7e210c16e,"72305-025-30, 72305-025-90, 72305-050-30, 72305-050-90, 72305-075-30, 72305-075-90, 72305-088-30, 72305-088-90, 72305-100-30, 72305-100-90, 72305-112-30, 72305-112-90, 72305-125-30, 72305-125-90, 72305-137-30, 72305-137-90, 72305-150-30, 72305-150-90, 72305-175-30, 72305-175-90, 72305-200-30, 72305-200-90","Euthyrox, Tablet, 50 ug (NDC 72305-050-90)",Tablet,,,NDA021292,,LEVOTHYROXINE SODIUM,,,To Be Discontinued,,Discontinuation of the manufacture of the drug,,9J765S329G,72305-050-90,888-899-7041,
"Mylan Pharmaceuticals Inc., a Viatris Company",TOLTERODINE TARTRATE,,02/26/2025,New,ORAL,"Tolterodine Tartrate Capsule, Extended Release","855182, 855184, 855189, 855191",,d7274947-4f88-47ee-a39f-bd5ac46fcf8d,02/26/2025,HUMAN PRESCRIPTION DRUG,02/26/2025,Urology,DETROL LA,"58151-104, 58151-103",Viatris Specialty LLC,a1e49744-9302-47ee-92af-8b19aa0b2fc1,"58151-103-93, 58151-103-77, 58151-103-05, 58151-104-93, 58151-104-77, 58151-104-05","Detrol LA, Capsule, Extended Release, 4 mg (NDC 58151-104-93)","Capsule, Extended Release",,,NDA021228,,TOLTERODINE TARTRATE,,,To Be Discontinued,,,,5T619TQR3R,58151-104-93,800-796-9526,
"Meitheal Pharmaceuticals, Inc.",AZACITIDINE,,12/18/2020,Reverified,"INTRAVENOUS, SUBCUTANEOUS",Azacitidine Injection,485246,,97b0917a-03fa-4cc4-91cf-1bed57a988c9,08/19/2025,HUMAN PRESCRIPTION DRUG,,Oncology,AZACITIDINE,71288-115,Meitheal Pharmaceuticals Inc.,bad343f5-0c12-47de-93e7-9b2af3670b7c,71288-115-30,"Azacitidine, Injection, 100 mg/30 mL (NDC 71288-115-30)",Injection,Available,"N0000000233, N0000175595",ANDA212128,,AZACITIDINE,Nucleoside Metabolic Inhibitor [EPC],,Current,,,,M801H13NRU,71288-115-30,844-824-8426,Nucleic Acid Synthesis Inhibitors [MoA]
Pfizer Inc.,,,01/06/2023,Revised,,Somatropin Injection,"241975, 762830, 762833, 762834, 762836, 762837, 762839, 762841, 762843, 762846, 762849, 762850, 762852, 762857, 762859, 762866, 762868, 762873, 762875, 762895, 762897, 763488, 763489, 996558, 996559",,ffebf88b-d257-4542-9808-74d9b7167765,08/28/2025,HUMAN PRESCRIPTION DRUG,,Endocrinology/Metabolism,GENOTROPIN,"0013-2658, 0013-2626, 0013-2646, 0013-2649, 0013-2650, 0013-2651, 0013-2652, 0013-2653, 0013-2654, 0013-2655, 0013-2656, 0013-2657",Pfizer Laboratories Div Pfizer Inc,f09acf87-6e30-47ad-9891-8a49bf6dffbc,"0013-2626-81, 0013-2646-81, 0013-2649-02, 0013-2650-02, 0013-2651-02, 0013-2652-02, 0013-2653-02, 0013-2654-02, 0013-2655-02, 0013-2656-02, 0013-2657-02, 0013-2658-02","Genotropin, Injection, 2.0 mg preservative free (NDC 0013-2658-02)",Injection,,,BLA020280,,SOMATROPIN,,Available,Resolved,,,08/28/2025,,0013-2658-02,800-533-4535,
"Hospira, Inc., a Pfizer Company",FENTANYL CITRATE,,01/01/2012,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Fentanyl Citrate Injection,"1735003, 1735004, 1735006, 1735007, 1735008, 1735013",,bfa8018a-4cbc-434b-e09e-782872b0340a,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Analgesia/Addiction, Pediatric",FENTANYL CITRATE,"0409-9094, 0409-9093","Hospira, Inc.",e4b31fdd-00af-416d-b14e-dbac0c83da97,"0409-9093-37, 0409-9093-32, 0409-9093-45, 0409-9093-35, 0409-9093-41, 0409-9093-36, 0409-9093-31, 0409-9093-38, 0409-9094-12, 0409-9094-22, 0409-9094-18, 0409-9094-25, 0409-9094-17, 0409-9094-28, 0409-9094-16, 0409-9094-31, 0409-9094-41, 0409-9094-61","Fentanyl Citrate, Injection, 2500 mcg/50 mL (50 ug/1 mL) (NDC 0409-9094-61)",Injection,Available,,NDA019115,,FENTANYL CITRATE,,,Current,,,,MUN5LYG46H,0409-9094-61,844-646-4398,
